gene,SRR16966869,SRR16966870,SRR16966871,SRR16966872,SRR16966873,SRR16966874
PF3D7_0303200,4201.637,4379.753,3827.799,3313.441,3684.971,3414.563
PF3D7_0303300,58.28,87.75,43.909,125.768,98.737,134.599
PF3D7_0303400,125.73,216.627,178.448,85.435,203.126,228.197
PF3D7_0303500,243.956,268.567,118.974,111.009,170.972,302.917
PF3D7_0303600,2.611,2.004,2.019,3.011,3.985,2.492
PF3D7_0303700,246.67,319.747,227.875,322.725,415.735,329.494
PF3D7_0303800,49.031,97.839,30.881,51.907,99.494,56.918
PF3D7_0303900,10.143,19.584,4.737,8.325,14.617,23.447
PF3D7_0304000,37.337,65.847,13.418,14.308,11.805,32.538
PF3D7_0304100,1202.484,1070.519,971.785,324.865,337.28,417.377
PF3D7_0304200,206.287,221.748,230.22,155.901,150.658,203.479
PF3D7_0304300,28.487,57.804,12.658,31.193,59.641,42.733
PF3D7_0304400,362.911,469.682,350.841,831.082,759.14,881.19
PF3D7_0304500,15.696,10.045,4.612,30.181,18.71,37.445
PF3D7_0304600,39.123,56.693,18.019,30.72,30.956,32.295
PF3D7_0304700,13.381,17.718,5.11,10.157,3.209,19.339
PF3D7_0304800,17.612,17.763,24.41,32.435,42.601,22.446
PF3D7_0304900,14.028,20.233,10.172,27.782,36.495,32.563
PF3D7_0305000,116.692,150.703,119.218,208.529,164.831,165.205
PF3D7_0305100,327.142,462.242,375.287,516.362,645.258,800.925
PF3D7_0305200,616.661,890.714,774.092,317.462,723.226,746.972
PF3D7_0305300,211.278,147.583,120.661,159.823,198.946,155.975
PF3D7_0305400,11.829,28.519,21.359,40.987,34.673,46.961
PF3D7_0305500,2738.229,3401.43,2458.243,1551.957,1761.561,1618.206
PF3D7_0305600,588.339,591.607,530.612,709.963,795.723,900.073
PF3D7_0305700,316.863,277.0,308.952,272.398,349.296,444.227
PF3D7_0305800,18.033,21.866,9.99,28.466,20.39,21.6
PF3D7_0305900,10.038,4.04,2.913,3.071,3.241,7.125
PF3D7_0306000,76.459,83.055,83.241,74.418,82.711,83.726
PF3D7_0306100,80.483,91.142,60.183,95.527,131.783,144.58
PF3D7_0306200,25.066,49.305,5.211,79.995,92.109,82.787
PF3D7_0306300,142.886,195.01,95.284,294.703,346.33,414.493
PF3D7_0306400,411.19,517.646,371.451,452.289,443.065,624.545
PF3D7_0306500,288.871,215.453,216.979,266.446,292.847,378.654
PF3D7_0306600,70.274,53.242,54.285,70.653,57.215,127.809
PF3D7_0306700,13.541,18.12,9.718,21.94,35.799,45.517
PF3D7_0306800,219.378,214.251,235.868,443.022,369.862,458.687
PF3D7_0306900,342.292,478.57,527.309,709.943,800.0,907.618
PF3D7_0307100,295.109,307.93,224.143,552.634,556.354,704.95
PF3D7_0307200,508.149,661.328,488.047,989.746,1205.217,1290.461
PF3D7_0307300,8.646,22.939,3.81,4.41,4.263,19.262
PF3D7_0307400,106.423,177.454,101.434,116.062,147.928,200.672
PF3D7_0307500,56.68,89.735,86.313,117.016,96.102,102.737
PF3D7_0307600,157.518,197.355,135.948,156.357,157.011,244.763
PF3D7_0307700,2148.238,2256.397,2084.565,2054.337,2422.839,2420.426
PF3D7_0307800,244.921,426.01,271.517,442.798,433.606,557.704
PF3D7_0307900,47.947,73.032,23.509,58.375,68.278,67.611
PF3D7_0308000,41.826,63.779,17.331,59.599,117.983,94.383
PF3D7_0308100,1148.615,1517.347,1193.964,622.168,1002.352,1033.379
PF3D7_0308200,597.052,603.657,580.582,568.708,530.492,571.193
PF3D7_0308300,326.912,410.415,229.614,29.279,91.656,103.392
PF3D7_0308500,31.098,39.782,50.692,80.928,101.198,126.597
PF3D7_0308600,177.998,270.474,142.834,341.833,311.453,305.932
PF3D7_0308700,597.048,566.422,542.143,151.681,187.952,213.728
PF3D7_0308800,138.757,136.245,125.217,75.597,103.376,75.024
PF3D7_0308900,288.414,361.017,365.182,580.398,630.664,631.39
PF3D7_0309000,58.576,58.875,58.021,76.802,73.357,155.221
PF3D7_0309100,5.82,9.292,9.336,4.724,11.383,25.547
PF3D7_0309200,971.357,1291.646,924.047,1127.717,1406.839,1491.27
PF3D7_0309300,184.904,142.42,195.319,145.445,164.655,137.476
PF3D7_0309500,893.499,907.493,884.602,1384.4,1446.01,1636.841
PF3D7_0309600,500.334,662.881,488.343,979.779,983.452,1040.678
PF3D7_0309700,27.921,41.559,24.198,23.995,59.589,52.326
PF3D7_0309800,45.999,30.639,41.666,36.638,54.25,58.081
PF3D7_0309900,57.423,56.086,34.17,49.329,93.484,64.202
PF3D7_0310000,45.668,32.217,18.706,56.275,66.919,69.105
PF3D7_0310100,18.333,5.092,10.699,15.462,10.33,20.222
PF3D7_0310200,1566.921,1874.101,1541.513,1733.866,1768.311,2211.908
PF3D7_0310300,209.08,268.519,136.498,249.35,300.394,257.791
PF3D7_0310400,1706.067,2183.825,2158.777,3083.36,3373.355,3397.171
PF3D7_0310500,348.299,481.301,193.214,412.088,394.049,709.082
PF3D7_0310600,49.681,54.543,13.409,55.697,31.212,66.061
PF3D7_0310700,44.712,110.498,23.099,60.828,104.986,119.053
PF3D7_0310800,87.672,67.072,37.689,121.18,105.553,118.002
PF3D7_0310900,185.267,282.822,193.07,263.304,348.068,271.297
PF3D7_0311000,0.0,0.0,0.0,0.0,1.012,2.154
PF3D7_0311100,192.924,224.406,207.537,240.07,271.741,371.85
PF3D7_0311200,56.852,75.104,61.992,91.149,110.666,163.698
PF3D7_0311300,1320.518,1320.316,1328.438,1111.456,1171.264,1273.031
PF3D7_0311400,278.722,281.315,159.83,49.725,137.361,131.946
PF3D7_0311500,24.476,29.989,15.609,33.58,20.961,27.109
PF3D7_0311600,25.522,54.769,26.494,39.831,45.069,81.48
PF3D7_0311700,19.103,9.896,10.002,7.365,5.375,7.814
PF3D7_0311800,291.09,358.73,228.006,403.862,334.249,328.699
PF3D7_0311900,9.155,16.746,8.534,15.282,37.964,41.41
PF3D7_0312000,9.192,12.534,2.169,21.676,25.656,27.504
PF3D7_0312100,124.544,188.483,124.529,140.62,227.167,251.75
PF3D7_0312200,72.835,106.059,65.7,21.19,30.37,50.383
PF3D7_0312300,62.164,113.33,62.818,73.038,78.43,79.062
PF3D7_0312400,1014.491,1037.895,916.84,1202.001,1133.366,1272.877
PF3D7_0312500,80.348,55.715,92.209,39.761,71.967,86.6
PF3D7_0312800,348.223,403.555,379.026,678.645,592.531,685.488
PF3D7_0312900,4.832,11.334,4.741,6.076,8.274,9.082
PF3D7_0313000,64.529,77.574,76.376,96.541,72.061,75.246
PF3D7_0313100,277.441,492.866,334.461,588.035,738.392,660.454
PF3D7_0313200,35.309,38.267,24.46,17.329,30.065,23.503
PF3D7_0313300,12.462,42.105,17.659,29.889,26.131,36.284
PF3D7_0313400,43.017,28.124,14.393,37.214,32.594,26.022
PF3D7_0313500,30.132,38.324,14.038,31.629,46.549,51.143
PF3D7_0313600,187.845,115.667,123.932,220.832,266.172,271.55
PF3D7_0313700,127.746,119.111,134.734,263.601,214.142,234.901
PF3D7_0313800,168.285,209.942,131.883,198.529,347.217,352.103
PF3D7_0313900,6.398,7.789,6.076,3.109,0.0,1.045
PF3D7_0314000,151.228,188.621,171.327,169.584,199.97,288.52
PF3D7_0314100,112.691,203.103,91.545,70.951,42.406,66.93
PF3D7_0314200,55.035,88.686,40.669,84.444,149.436,103.974
PF3D7_0314300,5.06,6.892,2.921,14.083,26.709,18.354
PF3D7_0314400,23.379,31.833,5.586,51.854,85.521,72.21
PF3D7_0314500,38.72,41.418,17.467,86.751,62.771,93.074
PF3D7_0314600,112.465,95.628,58.066,78.616,47.886,119.443
PF3D7_0314700,110.456,99.957,142.866,93.221,83.556,127.353
PF3D7_0314800,38.717,71.941,51.53,27.057,36.291,59.001
PF3D7_0314900,151.015,201.214,210.99,126.788,212.269,197.618
PF3D7_0315000,12.148,12.59,16.925,23.224,41.025,18.43
PF3D7_0315100,84.856,97.548,82.92,134.194,128.454,108.572
PF3D7_0315200,136.433,124.891,65.328,15.671,26.864,11.337
PF3D7_0315300,20.925,55.861,37.968,30.248,57.929,60.511
PF3D7_0315400,36.867,92.084,37.146,35.79,65.986,80.858
PF3D7_0315500,40.275,50.95,23.528,60.215,87.337,124.665
PF3D7_0315600,48.252,44.262,37.103,57.051,59.66,41.535
PF3D7_0315700,3.097,14.311,2.023,3.531,13.18,17.83
PF3D7_0315800,73.255,53.086,30.187,61.748,57.476,37.707
PF3D7_0315900,10.553,20.066,0.0,1.013,0.0,0.0
PF3D7_0316000,274.787,366.062,257.152,49.393,68.9,85.129
PF3D7_0316100,248.049,304.331,244.271,91.193,98.703,119.691
PF3D7_0316200,244.737,368.465,253.796,383.921,378.835,428.346
PF3D7_0316300,1222.031,1329.452,1203.692,1679.3380000000002,1818.73,1894.595
PF3D7_0316400,372.81,414.657,316.313,525.1,618.553,728.086
PF3D7_0316500,148.913,280.621,184.169,79.848,219.08,140.648
PF3D7_0316600,400.287,459.805,363.995,613.83,697.54,881.769
PF3D7_0316700,106.247,236.781,66.845,226.375,154.361,223.877
PF3D7_0316800,370.065,537.285,411.14,927.274,822.0,1228.257
PF3D7_0316900,165.085,307.329,226.525,75.934,134.168,148.163
PF3D7_0317000,370.734,368.584,392.958,481.385,476.251,649.869
PF3D7_0317100,22.426,23.034,9.766,28.095,16.092,19.89
PF3D7_0317200,4085.763,4677.415,3744.535,3884.57,4531.355,4387.727
PF3D7_0317300,1734.097,1899.852,1698.706,1426.894,1592.03,1940.023
PF3D7_0317400,54.099,27.0,37.3,55.006,66.865,86.981
PF3D7_0317500,367.647,470.535,289.794,640.057,766.945,805.92
PF3D7_0317600,292.464,449.212,323.543,535.27,558.737,670.233
PF3D7_0317700,389.513,516.0,365.443,517.046,578.996,725.591
PF3D7_0317800,108.406,79.492,81.632,142.46,153.254,137.184
PF3D7_0317900,20.232,21.343,37.807,30.73,29.37,18.869
PF3D7_0318000,1.0,3.113,0.0,0.0,4.126,4.0
PF3D7_0318100,41.519,33.666,62.264,74.198,50.606,63.003
PF3D7_0318200,1933.078,2099.587,2000.419,3108.619,3379.919,3401.457
PF3D7_0318300,163.483,167.73,141.818,138.865,211.4,269.188
PF3D7_0318400,5.381,17.2,6.97,11.289,19.599,2.302
PF3D7_0318500,1820.014,2332.498,1676.23,402.188,662.005,644.906
PF3D7_0318600,450.432,630.776,355.555,182.31,186.28,250.006
PF3D7_0318700,149.813,179.784,138.552,42.126,38.551,23.083
PF3D7_0318800,25.033,35.333,27.673,7.048,4.675,14.002
PF3D7_0318900,172.81,228.802,182.065,266.051,260.865,424.136
PF3D7_0319000,1425.586,1610.927,1429.826,1450.608,1754.916,1809.379
PF3D7_0319100,70.97,108.988,65.286,162.819,174.715,170.892
PF3D7_0319200,73.655,91.592,69.77,87.636,110.863,172.094
PF3D7_0319300,23.477,21.456,29.741,39.02,54.547,40.101
PF3D7_0319400,552.498,510.382,455.979,730.206,833.905,769.675
PF3D7_0319500,149.918,177.574,166.843,343.977,301.472,325.16
PF3D7_0319600,99.959,209.958,152.748,239.162,283.186,397.359
PF3D7_0319700,220.359,440.51,143.083,93.138,161.804,132.432
PF3D7_0319800,3.0,7.139,1.005,3.07,5.875,6.068
PF3D7_0319900,46.262,54.096,30.047,50.513,93.767,72.023
PF3D7_0320000,117.371,106.474,138.7,282.494,271.546,282.928
PF3D7_0320100,89.63,75.335,126.933,101.186,148.953,153.493
PF3D7_0320200,21.285,12.707,15.082,1.107,14.509,11.505
PF3D7_0320300,341.885,328.537,555.439,464.041,516.153,784.79
PF3D7_0320400,56.245,30.95,66.059,39.626,28.118,55.734
PF3D7_0320500,280.137,349.429,233.167,106.046,184.192,182.213
PF3D7_0320600,7.601,20.007,6.268,2.035,16.073,6.284
PF3D7_0320700,420.793,493.271,394.446,284.285,385.637,451.893
PF3D7_0320800,269.326,382.978,137.278,285.513,244.439,269.875
PF3D7_0320900,3015.119,3564.398,2781.88,2740.003,3241.654,3170.647
PF3D7_0321000,152.309,192.94,108.451,291.166,382.956,256.031
PF3D7_0321100,255.481,374.46,175.714,164.798,276.256,272.532
PF3D7_0321200,26.922,79.421,9.789,35.315,42.58,44.868
PF3D7_0321300,41.915,38.995,22.594,5.179,28.082,22.4
PF3D7_0321400,323.892,375.796,279.332,150.067,217.34,248.845
PF3D7_0321500,294.254,242.206,250.347,346.643,437.015,626.554
PF3D7_0321600,214.546,293.995,280.812,283.618,278.353,421.814
PF3D7_0321700,396.07,462.776,450.115,326.238,360.22,563.224
PF3D7_0321800,1164.541,1246.872,1039.55,774.068,938.166,612.633
PF3D7_0321900,588.606,563.4,527.701,592.609,803.816,760.645
PF3D7_0322000,436.453,572.23,673.06,1377.5,1404.248,1675.515
PF3D7_0322100,73.258,90.86,76.879,147.176,230.375,160.965
PF3D7_0322200,20.433,22.666,11.838,28.777,31.458,29.587
PF3D7_0322300,155.145,215.658,167.263,418.35,453.232,524.291
PF3D7_0322400,74.431,137.731,51.962,181.836,160.596,215.053
PF3D7_0322500,28.332,32.111,16.62,22.655,29.11,48.841
PF3D7_0322600,8.139,5.036,2.125,15.439,16.057,22.966
PF3D7_0322700,81.989,157.276,77.561,242.604,370.024,243.726
PF3D7_0322800,0.0,0.0,0.0,0.0,0.0,2.0
PF3D7_0322900,469.993,574.244,465.89,1093.098,1076.958,1333.51
PF3D7_0323000,43.585,63.1,33.1,99.59,170.988,178.028
PF3D7_0323100,127.101,174.997,75.15,379.715,444.475,413.349
PF3D7_0323200,16.688,21.587,16.327,13.898,39.875,37.247
PF3D7_0323300,9.762,24.063,1.044,0.0,9.112,15.614
PF3D7_0323400,3301.556,4114.171,3074.219,663.022,543.9,617.564
PF3D7_0323500,259.976,381.24,202.316,112.146,194.164,244.147
PF3D7_0323600,13.706,59.271,11.145,8.483,45.994,43.38
PF3D7_0323700,200.458,344.25,95.858,179.872,305.261,349.189
PF3D7_0323800,74.561,140.237,42.331,109.248,180.182,240.747
PF3D7_0323900,0.0,3.208,0.0,0.0,0.0,0.0
PF3D7_0324000,0.0,0.0,0.0,0.0,1.306,0.0
PF3D7_0324100,0.0,1.207,0.0,0.0,0.0,0.0
PF3D7_0324200,0.0,4.854,0.0,0.0,0.0,0.0
PF3D7_0324300,0.0,8.592,0.0,2.531,0.0,0.0
PF3D7_0324400,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0324500,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0324600,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0324700,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0324800,1.012,7.058,2.003,1.078,1.0,6.109
PF3D7_0324900,153.68,137.013,64.544,230.828,270.215,249.416
PF3D7_0400100,258.728,237.114,242.242,309.993,368.064,383.613
PF3D7_0400200,1392.351,1343.502,1596.759,1673.321,1679.57,1863.286
PF3D7_0400300,6.327,10.147,6.982,1.062,3.081,8.131
PF3D7_0400400,10.305,10.339,15.684,4.141,1.002,4.14
PF3D7_0400500,0.0,0.966,0.0,1.953,1.01,1.048
PF3D7_0400600,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0400700,2.7,0.0,0.0,6.059,1.306,3.029
PF3D7_0400800,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0400900,0.0,1.041,0.0,0.0,0.0,2.221
PF3D7_0401000,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0401100,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0401200,2.007,0.0,0.0,1.0,0.0,0.0
PF3D7_0401300,2.045,2.0,0.0,0.0,0.0,0.0
PF3D7_0401400,0.0,0.0,1.003,0.0,0.0,0.0
PF3D7_0401500,2.767,2.0,1.0,5.032,0.0,1.002
PF3D7_0401600,241.73000000000002,146.631,171.34300000000002,329.832,313.38,337.83500000000004
PF3D7_0401700,17.832,9.194,8.063,9.316,5.353,5.306
PF3D7_0401800,482.311,419.296,442.908,231.83,342.121,227.844
PF3D7_0401900,37.584,28.916,30.474,0.0,0.0,0.0
PF3D7_0402000,579.978,874.106,367.648,191.769,142.009,191.087
PF3D7_0402100,710.261,1022.125,654.46,171.515,249.152,211.843
PF3D7_0402200,4422.386,5634.479,4007.496,1029.365,1277.544,1165.881
PF3D7_0402300,3327.874,4739.73,2692.172,808.104,816.953,860.4
PF3D7_0402400,549.572,794.444,561.783,991.157,1144.804,1063.186
PF3D7_0402500,0.0,0.0,1.006,0.0,0.0,1.0
PF3D7_0402600,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0402700,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0402800,3.0,2.001,0.0,0.0,1.0,0.0
PF3D7_0402900,6.018,7.222,1.553,0.0,6.997,5.093
PF3D7_0403100,31.528,31.644,29.508,42.491,78.602,75.615
PF3D7_0403200,176.799,236.758,101.569,321.964,276.378,379.605
PF3D7_0403300,0.0,8.0,1.001,1.108,6.184,2.06
PF3D7_0403400,181.882,277.637,110.037,179.131,374.149,351.623
PF3D7_0403500,25.219,25.628,6.073,10.887,32.137,18.351
PF3D7_0403600,234.588,211.577,199.882,331.431,323.246,316.841
PF3D7_0403700,328.431,298.926,261.672,394.109,514.92,544.012
PF3D7_0403800,862.956,934.855,830.953,252.73,381.316,429.135
PF3D7_0403900,604.222,481.448,624.288,354.047,383.747,439.845
PF3D7_0404000,242.073,118.476,120.554,51.271,41.047,78.171
PF3D7_0404100,35.178,69.227,65.681,42.485,56.494,33.794
PF3D7_0404200,3.356,20.399,12.106,16.709,35.945,18.095
PF3D7_0404300,634.402,791.748,704.839,1048.73,1108.386,1215.134
PF3D7_0404400,38.516,43.121,9.849,99.199,76.379,57.602
PF3D7_0404500,44.038,51.632,3.87,36.403,43.798,28.998
PF3D7_0404600,364.605,605.447,269.762,823.218,709.709,875.536
PF3D7_0404700,3804.134,4046.301,3443.4,1386.564,1757.805,1699.678
PF3D7_0404800,175.288,397.82,206.876,213.153,217.223,202.852
PF3D7_0404900,981.247,1116.225,890.1,830.226,867.045,875.459
PF3D7_0405000,59.024,95.48,125.952,91.537,82.284,99.161
PF3D7_0405100,1061.797,978.744,1113.593,891.142,1088.894,1267.163
PF3D7_0405200,1022.921,1394.934,790.487,610.678,893.372,842.474
PF3D7_0405300,29.062,29.841,11.352,10.598,15.467,19.191
PF3D7_0405400,1616.648,1757.61,1826.409,2694.612,2981.065,3095.191
PF3D7_0405500,8.11,8.857,0.0,4.736,10.177,7.935
PF3D7_0405600,19.282,42.924,26.12,52.483,67.082,77.953
PF3D7_0405700,293.646,273.32,170.029,227.314,234.232,334.334
PF3D7_0405800,1.069,24.612,5.389,4.466,15.331,28.659
PF3D7_0405900,3535.606,4026.354,3373.746,1515.094,1982.46,1741.674
PF3D7_0406000,512.547,479.522,257.714,354.183,390.11,384.881
PF3D7_0406100,716.253,959.766,662.599,1418.532,1289.569,1516.947
PF3D7_0406200,2338.717,2761.174,2000.479,873.941,859.135,1017.213
PF3D7_0406400,116.793,175.277,150.038,52.925,75.96,105.489
PF3D7_0406500,996.98,1285.674,828.545,711.353,887.575,940.222
PF3D7_0406600,5.0,0.0,3.0,2.0,1.0,0.0
PF3D7_0406700,176.391,167.348,205.753,159.275,193.118,302.071
PF3D7_0406800,26.31,33.27,17.727,38.411,44.018,68.877
PF3D7_0406900,20.801,12.257,10.384,9.673,26.242,24.277
PF3D7_0407000,7.008,1.97,6.038,0.0,1.074,1.993
PF3D7_0407100,6.011,10.738,6.255,10.501,18.058,15.744
PF3D7_0407200,16.171,13.604,9.561,15.964,32.092,49.491
PF3D7_0407300,8.232,7.594,8.884,10.961,20.86,22.999
PF3D7_0407400,2.019,5.346,2.396,24.368,16.645,22.814
PF3D7_0407500,4.048,11.281,5.332,9.306,4.157,19.019
PF3D7_0407600,8.128,12.039,3.058,5.027,1.013,1.682
PF3D7_0407700,1857.684,1843.795,1656.793,1231.653,1282.308,1384.146
PF3D7_0407800,5757.833,6672.632,5132.099,3278.811,3992.862,3755.473
PF3D7_0407900,1631.647,1762.047,1443.473,431.881,482.227,501.199
PF3D7_0408000,353.101,638.601,386.55,146.36,124.373,120.576
PF3D7_0408100,311.264,475.29,207.404,222.561,185.678,273.461
PF3D7_0408200,83.499,109.424,58.66,55.931,77.424,125.138
PF3D7_0408300,81.251,110.942,70.707,67.277,79.116,164.422
PF3D7_0408400,33.888,32.64,11.26,61.446,40.606,34.4
PF3D7_0408500,325.446,421.989,176.584,424.6,519.354,408.024
PF3D7_0408600,63.969,77.525,58.168,24.03,96.257,42.708
PF3D7_0408700,5.363,4.783,6.603,0.0,9.737,3.009
PF3D7_0408800,1.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0408900,100.07,151.914,113.0,237.338,285.659,181.539
PF3D7_0409000,28.733,34.365,27.349,17.294,36.593,17.791
PF3D7_0409100,303.088,271.637,162.103,300.552,301.718,292.985
PF3D7_0409200,186.975,195.848,130.624,202.591,205.861,267.178
PF3D7_0409300,43.773,26.751,32.809,45.654,44.222,56.237
PF3D7_0409400,86.462,101.428,94.864,187.103,146.33,230.831
PF3D7_0409500,108.611,85.468,106.894,117.075,145.926,206.567
PF3D7_0409600,1099.091,1184.074,1291.045,1243.039,1255.77,1529.627
PF3D7_0409700,54.642,63.575,45.831,69.536,55.966,114.167
PF3D7_0409800,698.651,773.949,526.011,242.294,393.989,391.057
PF3D7_0409900,32.863,79.321,32.78,25.296,33.077,60.561
PF3D7_0410000,637.265,744.276,538.637,85.503,156.441,199.965
PF3D7_0410300,105.851,108.427,105.309,139.57,146.737,180.885
PF3D7_0410400,11.223,15.2,24.743,23.673,20.484,14.528
PF3D7_0410500,5.601,8.152,14.529,1.054,10.037,4.824
PF3D7_0410600,100.052,185.43,92.787,77.384,92.502,74.461
PF3D7_0410700,1275.657,1859.818,1219.249,895.113,1327.023,1032.586
PF3D7_0410800,2911.218,2884.936,2741.154,2236.533,2312.507,2439.892
PF3D7_0410900,73.619,96.77,66.838,189.303,129.206,207.974
PF3D7_0411000,42.516,60.269,119.664,60.036,38.147,57.574
PF3D7_0411100,0.0,2.313,2.05,6.053,7.296,19.308
PF3D7_0411200,11.919,14.743,21.443,61.291,38.429,49.363
PF3D7_0411300,38.161,29.938,18.952,35.293,16.455,77.516
PF3D7_0411400,6.388,12.695,8.05,4.909,7.729,15.249
PF3D7_0411700,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0411800,176.797,154.956,73.547,160.827,162.273,264.824
PF3D7_0411900,591.664,739.216,408.987,692.239,1029.769,782.83
PF3D7_0412000,291.047,442.295,267.557,425.955,485.519,548.087
PF3D7_0412100,4.252,22.991,21.895,48.333,37.809,68.503
PF3D7_0412200,0.0,7.838,5.0,2.144,1.006,3.688
PF3D7_0412300,6.632,11.042,1.261,5.77,3.034,12.14
PF3D7_0412400,27.488,25.127,20.038,9.08,4.864,20.361
PF3D7_0412600,4.998,0.0,0.0,0.0,0.0,0.0
PF3D7_0412700,39.693,35.79,15.246,44.755,87.101,100.89
PF3D7_0412900,11.172,12.435,6.397,2.501,8.799,17.931
PF3D7_0413100,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0413200,0.0,0.874,0.0,0.0,0.0,0.0
PF3D7_0413300,1.0,0.0,0.0,0.0,0.0,1.001
PF3D7_0413400,3.157,1.765,0.0,3.13,3.0,2.406
PF3D7_0413500,400.763,406.281,452.752,446.884,488.137,524.539
PF3D7_0413600,1301.391,1131.624,1304.924,1235.922,1367.752,1421.929
PF3D7_0413700,239.293,323.04,252.35,467.741,438.674,532.802
PF3D7_0413800,9.15,19.209,0.0,6.188,10.29,22.092
PF3D7_0413900,466.233,647.143,532.133,752.264,843.773,862.16
PF3D7_0414000,572.268,818.643,387.827,865.94,1205.462,1067.469
PF3D7_0414100,13.041,31.977,16.108,23.301,8.552,29.84
PF3D7_0414200,5.01,12.172,4.919,13.898,17.642,34.489
PF3D7_0414300,3.732,25.243,15.985,28.584,26.598,51.264
PF3D7_0414400,0.0,1.008,1.0,0.0,2.0,0.0
PF3D7_0414500,10.787,16.982,3.165,5.76,8.325,2.144
PF3D7_0414600,196.181,370.016,140.357,244.229,201.1,311.024
PF3D7_0414700,448.115,531.444,191.904,167.333,235.431,292.386
PF3D7_0414800,386.694,564.061,501.154,71.15,99.058,98.684
PF3D7_0414900,2311.953,2316.337,2188.414,451.802,534.028,484.828
PF3D7_0415000,23.815,41.9,30.182,35.889,25.854,33.059
PF3D7_0415100,6.629,2.392,3.255,4.193,9.03,6.179
PF3D7_0415200,188.872,327.147,148.436,354.879,338.294,443.795
PF3D7_0415300,239.519,305.67,254.709,392.778,442.98,431.379
PF3D7_0415400,124.506,143.17,50.015,121.472,116.657,132.932
PF3D7_0415500,84.721,80.733,72.265,138.773,70.227,90.358
PF3D7_0415600,6.224,11.134,1.023,3.615,5.058,10.043
PF3D7_0415700,13.751,22.637,13.697,9.704,6.076,11.997
PF3D7_0415800,108.304,181.6,134.486,13.03,23.319,31.71
PF3D7_0415900,452.855,607.536,505.931,1164.121,1013.963,1429.027
PF3D7_0416000,660.037,754.192,687.403,726.64,874.525,803.318
PF3D7_0416100,538.937,469.868,518.347,543.809,499.86,636.35
PF3D7_0416200,50.244,54.624,43.828,50.838,41.271,56.611
PF3D7_0416300,685.332,770.761,432.093,513.296,825.939,720.495
PF3D7_0416400,2851.891,3406.449,2882.312,2963.524,3366.689,3418.494
PF3D7_0416500,131.539,214.726,110.893,106.66,149.272,150.583
PF3D7_0416600,18.178,43.611,13.705,38.783,47.751,59.68
PF3D7_0416700,90.276,86.369,48.075,111.148,115.1,124.727
PF3D7_0416800,679.993,741.435,739.68,1210.981,1054.265,1338.492
PF3D7_0416900,108.641,149.573,141.911,155.11,324.989,176.876
PF3D7_0417000,4.111,1.0,0.0,0.0,1.005,1.013
PF3D7_0417100,7.125,6.01,3.931,0.0,2.0,1.872
PF3D7_0417200,204.184,201.84,203.818,210.426,314.864,316.902
PF3D7_0417300,135.572,167.502,223.337,327.569,448.317,399.502
PF3D7_0417400,601.603,935.162,565.482,1234.834,1085.919,1775.01
PF3D7_0417500,200.503,153.571,128.188,280.04,266.079,310.81
PF3D7_0417600,54.916,28.666,18.938,33.194,65.135,62.217
PF3D7_0417700,11.795,7.18,12.486,16.905,22.228,22.02
PF3D7_0417800,127.874,132.839,165.169,193.771,286.816,272.611
PF3D7_0417900,3.027,3.963,2.337,3.067,11.93,13.833
PF3D7_0418000,158.62,184.599,67.369,164.012,200.402,259.068
PF3D7_0418100,51.794,77.617,23.046,60.618,70.992,101.161
PF3D7_0418200,125.361,88.343,80.755,247.034,189.143,217.973
PF3D7_0418300,7623.803,8839.919,7009.15,7306.67,8607.999,7687.415
PF3D7_0418400,5.98,17.77,6.529,2.087,5.617,8.686
PF3D7_0418500,23.678,29.955,29.07,15.115,13.898,21.027
PF3D7_0418600,1997.312,2359.725,1715.668,333.093,556.908,379.395
PF3D7_0418700,385.509,563.329,342.83,156.957,146.382,178.427
PF3D7_0418800,1.169,7.149,4.388,0.0,0.0,0.0
PF3D7_0418900,22.592,34.319,15.422,15.28,25.284,17.267
PF3D7_0419000,7.361,12.22,3.784,6.834,22.56,17.57
PF3D7_0419100,1.032,9.853,1.032,6.327,11.187,12.044
PF3D7_0419200,3.678,9.443,11.689,1.2,8.266,6.417
PF3D7_0419300,154.82,168.028,113.355,158.696,171.95,228.076
PF3D7_0419400,499.128,447.29,500.389,430.046,513.315,570.967
PF3D7_0419500,40.313,86.635,45.807,32.268,60.696,30.34
PF3D7_0419600,881.159,1047.033,800.666,1373.538,1357.794,1647.53
PF3D7_0419700,324.946,335.939,398.884,188.479,251.832,213.565
PF3D7_0419800,37.242,48.542,41.126,28.958,57.426,61.553
